"ENTIDAD","DISTRITO","NOMBRE.CANDIDATO","AP.CEN.EFE","AP.CEN.ESP","AP.OT.EFE","AP.OT.ESP","AP.CAN.EFE","AP.CAN.ESP","AP.MIL.ESP","AP.SIM.ESP","AP.MIL.EFE","AP.SIM.EFE","REND.FINC","TRANS.NOFED","OTROS","FIN.PUB.INDEP","TOTAL","PARTY","NO.REPORT"
"VERACRUZ","4","LINDA ZELENNY OLMOS CLEMENTE",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","5","OSCAR EDGAR HERNANDEZ GARCIA",0,107577.81,0,-0.02,0,1520,0,2140.68,0,0,0,0,0,NA,111238.47,"PES",NA
"VERACRUZ","6","OLIVERIO BAEZ GARCIA",0,107577.81,0,-0.02,0,0,0,2140.68,0,0,0,0,0,NA,109718.47,"PES",NA
"VERACRUZ","7","ANA ELISA SARMIENTO MORALES",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","8","BLANCA TANYA ISLAS PADILLA",0,107577.81,0,-0.02,0,0,0,2140.68,0,0,0,0,0,NA,109718.47,"PES",NA
"VERACRUZ","9","OSCAR ARCOS ROLDAN",43849,29386.89,0,32963.98,0,3268,30000,2140.68,0,0,0,0,0,NA,141608.55,"PES",NA
"VERACRUZ","10","VICTOR MANUEL QUIROZ ROCHA",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","11","GONZALO GUIZAR VALLADARES",0,107577.81,0,-0.02,0,59024,47000,2140.68,0,0,0,0,0,NA,215742.47,"PES",NA
"VERACRUZ","12","MARIA ANTONIA PEREZ SOSA",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","13","ORALIA SANCHEZ REYES",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","14","ALBERTO SANCHEZ LOPEZ",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","15","JORGE CARVALLO HERNANDEZ",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","16","DOLORES MARIBEL HUBER SERNA",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","17","ADRIANA DURAN COBOS",0,107577.81,0,-0.02,0,8600,0,2140.68,0,0,0,0,0,NA,118318.47,"PES",NA
"VERACRUZ","18","LUISA CHONCOA TZANAHUA",43849,29386.89,0,32963.98,0,7700,0,2140.68,0,0,0,0,0,NA,116040.55,"PES",NA
"VERACRUZ","19","ALEJANDRINA ESPINOSA PEREZ",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"VERACRUZ","20","CESAR MISAEL REYES ALCANTARA",0,107577.81,0,-0.02,0,2170,0,2140.68,0,0,0,0,0,NA,111888.47,"PES",NA
"VERACRUZ","21","GILBERTO GUIZAR VALLADARES",43849,29386.89,0,32963.98,0,0,0,2140.68,0,0,0,0,0,NA,108340.55,"PES",NA
"YUCATAN","1","DIANA BEATRIZ MIS TEC",-43849,92805.27,0,-0.02,0,0,0,2140.68,0,0,0,0,0,NA,51096.93,"PES",NA
"YUCATAN","2","MARIA DE LA LUZ PINEDA SOSA",-43849,92805.27,0,-0.02,0,0,0,2140.68,0,0,0,0,0,NA,51096.93,"PES",NA
"YUCATAN","3","JESUS GERARDO SULU CEN",-43849,92805.27,0,-0.02,0,7725.6,0,15660.48,0,0,0,0,0,NA,72342.33,"PES",NA
"YUCATAN","4","LUIS EDUARDO UICAB PAT",-43849,92805.27,0,-0.02,0,5046,0,2140.68,0,0,0,0,0,NA,56142.93,"PES",NA
"YUCATAN","5","IGNACIA MARGARITA TORRES SANSORES",-43849,92805.27,0,-0.02,0,0,0,2140.68,0,0,0,0,0,NA,51096.93,"PES",NA
"ZACATECAS","1","IRIS AGUIRRE BORREGO",25000,35749.9,0,0,0,0,7784.19,2140.68,0,0,0,0,0,NA,70674.77,"PES",NA
"ZACATECAS","2","HUGO ENRIQUE RAMIREZ GARCIA",25000,35749.9,0,0,0,0,24482,2140.68,0,0,0,0,0,NA,87372.58,"PES",NA
"ZACATECAS","3","LILIANA AZUCENA HERNANDEZ LOPEZ",25000,35749.9,0,-9840.41,0,946.13,6786.13,2140.68,0,0,0,0,0,NA,60782.43,"PES",NA
"ZACATECAS","4","ANA BELIA ESCALERA FONSECA",25000,35749.9,0,0,0,0,13812.77,2140.68,0,0,0,0,0,NA,76703.35,"PES",NA
"BAJA CALIFORNIA","1","VIRGINIA NORIEGA RIOS",443212.27,350541.15,NA,NA,0,0,0,48662,NA,0,NA,NA,NA,NA,842415.42,"PRI.PVEM",NA
"BAJA CALIFORNIA","2","ANA ELIZABETH LOPEZ SOTELO",241606.13,638144.63,NA,NA,0,30000,0,15000,NA,0,NA,NA,NA,NA,924750.76,"PRI.PVEM",NA
"BAJA CALIFORNIA","3","ALFONSO GARZON ZATARAIN",443212.27,248961.51,NA,NA,0,27500,0,44993.97,NA,0,NA,NA,NA,NA,764667.75,"PRI.PVEM",NA
"BAJA CALIFORNIA","4","ROSA AURORA MARTINEZ HERRERA",443212.27,403466.81,NA,NA,0,0,0,71489.64,NA,0,NA,NA,NA,NA,918168.72,"PRI.PVEM",NA
"BAJA CALIFORNIA","5","JAVIER CAMARENA SALINAS",443212.27,463475.71,NA,NA,0,0,0,12000,NA,0,NA,NA,NA,NA,918687.98,"PRI.PVEM",NA
"BAJA CALIFORNIA","6","NAJLA SOURAYA WEHBE DIPP",241606.13,680341.38,NA,NA,0,144000,0,8000,NA,0,NA,NA,NA,NA,1073947.51,"PRI.PVEM",NA
"BAJA CALIFORNIA","7","NEREIDA FUENTES GONZÁLEZ",443212.27,378319.56,NA,NA,0,6800,0,72110.58,NA,0,NA,NA,NA,NA,900442.41,"PRI.PVEM",NA
"BAJA CALIFORNIA","8","ELISA ROSANA SOTO AGÜERO",443212.27,278535.96,NA,NA,0,56107.44,0,0,NA,0,NA,NA,NA,NA,777855.67,"PRI.PVEM",NA
"BAJA CALIFORNIA S","R1","JUAN ALBERTO FEDERICO VALDIVIA ALVARADO",449212.27,248509.37,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,697721.64,"PRI.PVEM",NA
"BAJA CALIFORNIA S","R2","GABRIELA CISNEROS RUIZ",323212.27,301659.37,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,624871.64,"PRI.PVEM",NA
"CAMPECHE","1","MIGUEL ANGEL SULUB CAAMAL",323212.27,527500.37,NA,NA,0,0,0,31500,NA,0,NA,NA,NA,NA,882212.64,"PRI.PVEM",NA
"CAMPECHE","2","MARIA DINORAH HURTADO SANSORES",323212.27,410484.32,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,733696.59,"PRI.PVEM",NA
"CHIAPAS","1","LEONARDO RAFAEL GUIRAO AGUILAR",121606.13,335359.54,NA,NA,0,0,0,79400,NA,0,NA,NA,NA,NA,536365.67,"PRI.PVEM",NA
"CHIAPAS","2","HERNAN DE JESUS ORANTES LOPEZ",323212.27,261143.23,NA,NA,0,0,0,7700,NA,0,NA,NA,NA,NA,592055.5,"PRI.PVEM",NA
"CHIAPAS","3","JORGE ALVAREZ LOPEZ",121606.13,280016.14,NA,NA,0,51178.68,0,28800,NA,0,NA,NA,NA,NA,481600.95,"PRI.PVEM",NA
"CHIAPAS","4","FLOR ANGEL JIMENEZ JIMENEZ",323212.27,307315.8,NA,NA,0,19780,0,27000,NA,0,NA,NA,NA,NA,677308.07,"PRI.PVEM",NA
"CHIAPAS","5","MARIA SOLEDAD SANDOVAL MARTINEZ",323212.27,416539.42,NA,NA,0,0,0,79908.31,NA,0,NA,NA,NA,NA,819660,"PRI.PVEM",NA
"CHIAPAS","6","SASIL NORA LUZ DE LEON VILLARD",121606.13,714104.5,NA,NA,0,19753.68,0,59900,NA,0,NA,NA,NA,NA,915364.31,"PRI.PVEM",NA
"CHIAPAS","7","DIEGO VALENTE VALERA FUENTES",121606.13,354846.54,NA,NA,0,20000,0,42000,NA,0,NA,NA,NA,NA,538452.67,"PRI.PVEM",NA
"CHIAPAS","8","LUIS IGNACIO AVENDAÑO BERMUDEZ",121606.13,340783.69,NA,NA,0,0,0,46000,NA,0,NA,NA,NA,NA,508389.82,"PRI.PVEM",NA
"CHIAPAS","9","EMILIO ENRIQUE SALAZAR FARIAS",121606.13,712567.33,NA,NA,0,32484.39,0,17370,NA,0,NA,NA,NA,NA,884027.85,"PRI.PVEM",NA
"CHIAPAS","10","JULIAN NAZAR MORALES",323212.27,283142.79,NA,NA,0,0,0,40000,NA,0,NA,NA,NA,NA,646355.06,"PRI.PVEM",NA
"CHIAPAS","11","ENRIQUE ZAMORA MORLET",121606.13,299667,NA,NA,0,0,0,79402.28,NA,0,NA,NA,NA,NA,500675.41,"PRI.PVEM",NA
"CHIAPAS","12","SAMUEL ALEXIS CHACON MORALES",323212.27,448397.21,NA,NA,0,21060,0,20000,NA,0,NA,NA,NA,NA,812669.48,"PRI.PVEM",NA
"CHIHUAHUA","1","FERNANDO URIARTE ZAZUETA",449212.27,269564.39,NA,NA,0,53216.53,0,14846.4,NA,0,NA,NA,NA,NA,786839.59,"PRI.PVEM",NA
"CHIHUAHUA","2","ANA GEORGINA ZAPATA LUCERO",449212.27,260929.4,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,710141.67,"PRI.PVEM",NA
"CHIHUAHUA","3","MARIA AVILA SERNA",247606.13,582521.92,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,830128.05,"PRI.PVEM",NA
"CHIHUAHUA","4","ADRIANA TERRAZAS PORRAS",449212.27,311085.05,NA,NA,0,0,0,34843.92,NA,0,NA,NA,NA,NA,795141.24,"PRI.PVEM",NA
"CHIHUAHUA","5","JUAN ANTONIO MELENDEZ ORTEGA",247606.13,567215.72,NA,NA,0,17955.64,0,59989,NA,0,NA,NA,NA,NA,892766.49,"PRI.PVEM",NA
"CHIHUAHUA","6","LIZ AGUILERA GARCIA",449212.27,428186.22,NA,NA,0,0,0,79666.13,NA,0,NA,NA,NA,NA,957064.62,"PRI.PVEM",NA
"CHIHUAHUA","7","ALEX LEBARON GONZALEZ",247606.13,244279.12,NA,NA,0,23047.27,0,0,NA,0,NA,NA,NA,NA,514932.52,"PRI.PVEM",NA
"CHIHUAHUA","8","CESAR ALEJANDRO DOMINGUEZ DOMINGUEZ",449212.27,319960.56,NA,NA,0,0,0,74280,NA,0,NA,NA,NA,NA,843452.83,"PRI.PVEM",NA
"CHIHUAHUA","9","CARLOS GERARDO HERMOSILLO ARTEAGA",449212.27,203978.39,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,653190.66,"PRI.PVEM",NA
"COAHUILA","1","FRANCISCO SARACHO NAVARRO",323212.27,304822.2,NA,NA,0,0,0,18000,NA,0,NA,NA,NA,NA,646034.47,"PRI.PVEM",NA
"COAHUILA","2","ANA MARIA BOONE GODOY",323212.27,427937.4,NA,NA,0,15255,0,0,NA,0,NA,NA,NA,NA,766404.67,"PRI.PVEM",NA
"COAHUILA","3","MARIA GUADALUPE OYERVIDES VALDEZ",323212.27,398001.84,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,721214.11,"PRI.PVEM",NA
"COAHUILA","4","ARMANDO LUNA CANALES",323212.27,428944.74,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,752157.01,"PRI.PVEM",NA
"COAHUILA","5","FLOR ESTELA RENTERIA MEDINA",323212.27,353677,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,676889.27,"PRI.PVEM",NA
"COAHUILA","6","JOSE REFUGIO SANDOVAL RODRIGUEZ",121606.13,736291.44,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,857897.57,"PRI.PVEM",NA
"COAHUILA","7","YERICO ABRAMO MASSO",323212.27,279383.96,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,602596.23,"PRI.PVEM",NA
"COLIMA","1","ENRIQUE ROJAS OROZCO",323212.27,361659.68,NA,NA,0,0,0,17500,NA,0,NA,NA,NA,NA,702371.95,"PRI.PVEM",NA
"COLIMA","2","NORMA ALICIA GALINDO MATIAS",323212.27,244531.67,NA,NA,0,55625,0,1600,NA,0,NA,NA,NA,NA,624968.94,"PRI.PVEM",NA
"DISTRITO FEDERAL","1","ROSA ELENA CORREA CRUZ",221606.13,575491.45,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,797097.58,"PRI.PVEM",NA
"DISTRITO FEDERAL","2","ADALBERTO DANIEL BLAS BAUTISTA",449212.27,535708.47,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,984920.74,"PRI.PVEM",NA
"DISTRITO FEDERAL","3","LAURA ELENA HERREJON CABALLERO",449212.27,468318.4,NA,NA,0,20000,0,18400,NA,0,NA,NA,NA,NA,955930.67,"PRI.PVEM",NA
"DISTRITO FEDERAL","5","HECTOR ALEJANDRO ESTRADA REGIS",449212.27,450371.86,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,899584.13,"PRI.PVEM",NA
"DISTRITO FEDERAL","6","KARLA PAOLA ARSOF CAMPOS",122173.93,724414.96,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,846588.89,"PRI.PVEM",NA
"DISTRITO FEDERAL","7","GAMALIEL GUTIERREZ ROMERO",247606.13,684563.89,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,932170.02,"PRI.PVEM",NA
"DISTRITO FEDERAL","8","RUBEN ERIK ALEJANDRO JIMENEZ HERNANDEZ",449212.27,499488.45,NA,NA,0,37004,0,23084,NA,0,NA,NA,NA,NA,1008788.72,"PRI.PVEM",NA
"DISTRITO FEDERAL","9","GRACIELA MARTINEZ ORTEGA",121610.65,685414.12,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,807024.77,"PRI.PVEM",NA
"DISTRITO FEDERAL","10","JACKELINE HUERTA ESTEFAN",449212.27,530183.83,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,979396.1,"PRI.PVEM",NA
"DISTRITO FEDERAL","12","LEONOR GOMEZ OTEGUI",449212.27,561158.13,NA,NA,0,0,0,58000,NA,0,NA,NA,NA,NA,1068370.4,"PRI.PVEM",NA
"DISTRITO FEDERAL","13","CARMEN GABRIELA GALVAN SANTIAGO",449212.27,389211.34,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,838423.61,"PRI.PVEM",NA
"DISTRITO FEDERAL","17","SARA PAOLA GALICIO FELIX DIAZ",221606.13,629465.88,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,851072.01,"PRI.PVEM",NA
"DISTRITO FEDERAL","20","HUGO ESPINOSA VAZQUEZ",247606.13,639279.14,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,886885.27,"PRI.PVEM",NA
"DISTRITO FEDERAL","21","CLAUDIA VILLANUEVA HUERTA",121606.13,484816.51,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,606422.64,"PRI.PVEM",NA
"DISTRITO FEDERAL","26","MARIA DE LA PAZ QUIÑONES CORNEJO",449212.27,499501.41,NA,NA,0,0,0,20015,NA,0,NA,NA,NA,NA,968728.68,"PRI.PVEM",NA
"DISTRITO FEDERAL","27","CLAUDIA ELENA RAOS LOPEZ",121606.13,458696.88,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,580303.01,"PRI.PVEM",NA
"DURANGO","1","OTNIEL GARCIA NAVARRO",323212.27,309076.44,NA,NA,0,0,0,25320.23,NA,0,NA,NA,NA,NA,657608.94,"PRI.PVEM",NA
"DURANGO","2","MARIA DEL ROCIO REBOLLO MENDOZA",323212.27,302477.03,NA,NA,0,10000,388.65,7881.5,NA,0,NA,NA,NA,NA,643959.45,"PRI.PVEM",NA
"DURANGO","3","OSCAR GARCIA BARRON",323212.27,207435.5,NA,NA,0,0,0,28146.11,NA,0,NA,NA,NA,NA,558793.88,"PRI.PVEM",NA
"DURANGO","4","ALICIA GUADALUPE GAMBOA MARTINEZ",323212.27,304894.31,NA,NA,0,869.13,0,12160,NA,0,NA,NA,NA,NA,641135.71,"PRI.PVEM",NA
"GUANAJUATO","1","TIMOTEO VILLA RAMIREZ",323212.27,225365.58,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,548577.85,"PRI.PVEM",NA
"GUANAJUATO","2","ANA VALERIA CLARES MARTINEZ",121606.13,400566.69,NA,NA,0,0,0,9843,NA,0,NA,NA,NA,NA,532015.82,"PRI.PVEM",NA
"GUANAJUATO","3","VERONICA GARCIA BARRIOS",323212.27,368036.79,NA,NA,0,0,0,40842.2,NA,0,NA,NA,NA,NA,732091.26,"PRI.PVEM",NA
"GUANAJUATO","4","ERIKA LORENA ARROYO BELLO",323212.27,421910.34,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,745122.61,"PRI.PVEM",NA
"GUANAJUATO","5","FABIOLA ESTELA QUINTERO PEREZ",121606.13,482382.83,NA,NA,0,0,0,15000,NA,0,NA,NA,NA,NA,618988.96,"PRI.PVEM",NA
"GUANAJUATO","6","MARTIN EUGENIO ORTIZ GARCIA",323212.27,481815.72,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,805027.99,"PRI.PVEM",NA
"GUANAJUATO","7","RICARDO RAMIREZ NIETO",572424.54,413167.01,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,985591.55,"PRI.PVEM",NA
"GUANAJUATO","8","JESUS GERARDO GONZALEZ SALGADO",121606.13,389863.91,NA,NA,0,3500,0,0,NA,0,NA,NA,NA,NA,514970.04,"PRI.PVEM",NA
"GUANAJUATO","9","YULMA ROCHA AGUILAR",323212.27,268123.79,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,591336.06,"PRI.PVEM",NA
"GUANAJUATO","10","DAVID MERCADO RUIZ",323212.27,213230.59,NA,NA,0,12760,0,11000,NA,0,NA,NA,NA,NA,560202.86,"PRI.PVEM",NA
"GUANAJUATO","11","CELESTE GOMEZ FRAGOSO",323212.27,222044.6,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,545256.87,"PRI.PVEM",NA
"GUANAJUATO","12","MA. PORFIRIA IRMA GUTIERREZ GALVAN",121606.13,520745.05,NA,NA,0,0,0,50645.75,NA,0,NA,NA,NA,NA,692996.93,"PRI.PVEM",NA
"GUANAJUATO","13","EUGENIA GUADALUPE ABOYTES GONZALEZ",323212.27,417275.39,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,740487.66,"PRI.PVEM",NA
"GUANAJUATO","14","LORENZO LICEA ROJAS",323212.27,191582.59,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,514794.86,"PRI.PVEM",NA
"GUERRERO","1","SILVIA RIVERA CARBAJAL",323212.27,183977.2,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,507189.47,"PRI.PVEM",NA
"GUERRERO","2","SALOMON MAJUL GONZALEZ",323212.27,184772.4,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,507984.67,"PRI.PVEM",NA
"GUERRERO","3","ERIC FERNANDEZ BALLESTEROS",323212.27,226705.2,NA,NA,0,0,0,79974.84,NA,0,NA,NA,NA,NA,629892.31,"PRI.PVEM",NA
"GUERRERO","4","JULIETA FERNANDEZ MARQUEZ",323212.27,182604.4,NA,NA,0,0,0,3225,NA,0,NA,NA,NA,NA,509041.67,"PRI.PVEM",NA
"GUERRERO","5","ARTURO BONILLA MORALES",323212.27,179611.24,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,502823.51,"PRI.PVEM",NA
"GUERRERO","6","MARIA VERONICA MUÑOZ PARRA",323127.93,183156.4,NA,NA,0,26865.6,0,2586.5,NA,0,NA,NA,NA,NA,535736.43,"PRI.PVEM",NA
"GUERRERO","7","BEATRIZ VELEZ NUÑEZ",323212.27,216373.2,NA,NA,0,12350,0,0,NA,0,NA,NA,NA,NA,551935.47,"PRI.PVEM",NA
"GUERRERO","8","ARTURO ALVAREZ ANGLI",221606.13,417235.88,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,638842.01,"PRI.PVEM",NA
"GUERRERO","9","RICARDO TAJA RAMIREZ",323212.27,178681.4,NA,NA,0,0,0,21249,NA,0,NA,NA,NA,NA,523142.67,"PRI.PVEM",NA
"HIDALGO","1","ALMA CAROLINA VIGGIANO AUSTRIA",449212.27,364046.21,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,813258.48,"PRI.PVEM",NA
"HIDALGO","2","ROSA GUADALUPE CHAVEZ ACOSTA",449212.27,183427.86,NA,NA,0,0,0,6170.27,NA,0,NA,NA,NA,NA,638810.4,"PRI.PVEM",NA
"HIDALGO","3","PEDRO LUIS NOBLE MONTERRUBIO",449212.27,277896.89,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,727109.16,"PRI.PVEM",NA
"HIDALGO","4","CESAREO JORGE MARQUEZ ALVARADO",247606.13,388742.28,NA,NA,0,0,0,39787.29,NA,0,NA,NA,NA,NA,676135.7,"PRI.PVEM",NA
"HIDALGO","5","FERNANDO QUETZALCOATL MOCTEZUMA PERE",449212.27,189077.46,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,638289.73,"PRI.PVEM",NA
"HIDALGO","6","ALFREDO BEJOS NICOLAS",449212.27,558438.99,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1007651.26,"PRI.PVEM",NA
"HIDALGO","7","MARIA GLORIA HERNANDEZ MADRID",449212.27,414252.74,NA,NA,0,0,0,19800,NA,0,NA,NA,NA,NA,883265.01,"PRI.PVEM",NA
"JALISCO","1","HUGO DANIEL GAETA ESPARZA",323212.27,236351.8,NA,NA,0,19000,0,0,NA,0,NA,NA,NA,NA,578564.07,"PRI.PVEM",NA
"JALISCO","2","EVELYNG SORAYA FLORES CARRANZA",121606.13,313222.09,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,434828.22,"PRI.PVEM",NA
"JALISCO","3","MARIA CONCEPCION FRANCO LUCIO",323212.27,279978.58,NA,NA,0,0,0,36000,NA,0,NA,NA,NA,NA,639190.85,"PRI.PVEM",NA
"JALISCO","4","LAURA VALERIA GUZMAN VAZQUEZ",323212.27,424896.18,NA,NA,0,13930,0,34000,NA,0,NA,NA,NA,NA,796038.45,"PRI.PVEM",NA
"JALISCO","5","GUSTAVO GONZALEZ VILLASEÑOR",323212.27,329778.58,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,652990.85,"PRI.PVEM",NA
"JALISCO","6","ABRIL ALCALA PADILLA",121606.13,494826.5,NA,NA,0,25497.6,0,0,NA,0,NA,NA,NA,NA,641930.23,"PRI.PVEM",NA
"JALISCO","7","LAURA NEREIDA PLASCENCIA PACHECO",323212.27,432312.78,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,755525.05,"PRI.PVEM",NA
"JALISCO","8","MARIANA FERNANDEZ RAMIREZ",443212.27,368321.17,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,811533.44,"PRI.PVEM",NA
"JALISCO","9","CLARA GOMEZ CARO",443212.27,396303.54,NA,NA,0,20000,0,30112,NA,0,NA,NA,NA,NA,889627.81,"PRI.PVEM",NA
"JALISCO","10","ELIAS RANGEL OCHOA",121606.13,408106.1,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,529712.23,"PRI.PVEM",NA
"JALISCO","11","MARTIN LOPEZ CEDILLO",443212.27,387944.81,NA,NA,0,0,0,31000,NA,0,NA,NA,NA,NA,862157.08,"PRI.PVEM",NA
"JALISCO","12","BLANCA ESTELA FAJARDO DURAN",423212.27,443471.23,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,866683.5,"PRI.PVEM",NA
"JALISCO","13","JOSE TRINIDAD PADILLA LOPEZ",443212.27,417232.18,NA,NA,0,0,0,11000,NA,0,NA,NA,NA,NA,871444.45,"PRI.PVEM",NA
"JALISCO","14","PEDRO CASTILLO MARTINEZ",241606.13,624176.81,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,865782.94,"PRI.PVEM",NA
"JALISCO","15","RAMON BAÑALES ARAMBULA",323212.27,224358.19,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,547570.46,"PRI.PVEM",NA
"JALISCO","16","ALFREDO BARBA MARISCAL",443212.27,394158.43,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,837370.7,"PRI.PVEM",NA
"JALISCO","17","MARTHA LORENA COVARRUBIAS ANAYA",323212.27,490177.96,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,813390.23,"PRI.PVEM",NA
"JALISCO","18","J JESUS ZUÑIGA MENDOZA",323212.27,287912.2,NA,NA,0,18857.36,0,0,NA,0,NA,NA,NA,NA,629981.83,"PRI.PVEM",NA
"JALISCO","19","JOSE LUIS OROZCO SANCHEZ ALDAMA",323212.27,233768.44,NA,NA,0,14152,0,0,NA,0,NA,NA,NA,NA,571132.71,"PRI.PVEM",NA
"MEXICO","1","EDGAR CASTILLO MARTINEZ",323212.27,471441.93,NA,NA,0,22956.62,0,46109.4,NA,0,NA,NA,NA,NA,863720.22,"PRI.PVEM",NA
"MEXICO","2","RAUL DOMINGUEZ REX",323212.27,464913.53,NA,NA,0,3155.2,0,46949.33,NA,0,NA,NA,NA,NA,838230.33,"PRI.PVEM",NA
"MEXICO","3","FIDEL ALMANZA MONROY",323212.27,525410.21,NA,NA,0,18702.38,0,25123.91,NA,0,NA,NA,NA,NA,892448.77,"PRI.PVEM",NA
"MEXICO","4","MARIA MONSERRATH SOBREYRA SANTOS",323212.27,491800.48,NA,NA,0,11137.2,0,43436.18,NA,0,NA,NA,NA,NA,869586.13,"PRI.PVEM",NA
"MEXICO","5","CRISTINA SANCHEZ CORONEL",323212.27,164721.26,NA,NA,0,11779.58,0,45931.11,NA,0,NA,NA,NA,NA,545644.22,"PRI.PVEM",NA
"MEXICO","6","DAVID SANCHEZ ISIDORO",323212.27,504516.73,NA,NA,0,4035.42,0,24820,NA,0,NA,NA,NA,NA,856584.42,"PRI.PVEM",NA
"MEXICO","7","FRANCISCO LAURO ROJAS SAN ROMAN",323212.27,417487.67,NA,NA,0,4035.42,0,18432.8,NA,0,NA,NA,NA,NA,763168.16,"PRI.PVEM",NA
"MEXICO","8","SANDRA MENDEZ HERNANDEZ",323212.27,430580.06,NA,NA,0,11779.58,0,47723.5,NA,0,NA,NA,NA,NA,813295.41,"PRI.PVEM",NA
"MEXICO","9","DORA ELENA REAL SALINAS",323212.27,372465.26,NA,NA,0,8624.37,0,39058.83,NA,0,NA,NA,NA,NA,743360.73,"PRI.PVEM",NA
"MEXICO","10","VIRGINIA NALLELY GUTIERREZ RAMIREZ",323212.27,467600.83,NA,NA,0,7190.62,0,27564.51,NA,0,NA,NA,NA,NA,825568.23,"PRI.PVEM",NA
"MEXICO","11","PABLO BEDOLLA LOPEZ",323212.27,472687.24,NA,NA,0,11779.58,0,36831.51,NA,0,NA,NA,NA,NA,844510.6,"PRI.PVEM",NA
"MEXICO","12","MARICELA SERRANO HERNANDEZ",323212.27,538054.73,NA,NA,0,8624.38,0,0,NA,0,NA,NA,NA,NA,869891.38,"PRI.PVEM",NA
"MEXICO","13","JOSE ALFREDO TORRES HUITRON",323212.27,391843.55,NA,NA,0,7190.62,0,33510.2,NA,0,NA,NA,NA,NA,755756.64,"PRI.PVEM",NA
