"ENTIDAD","DISTRITO","NOMBRE.CANDIDATO","AP.CEN.EFE","AP.CEN.ESP","AP.OT.EFE","AP.OT.ESP","AP.CAN.EFE","AP.CAN.ESP","AP.MIL.ESP","AP.SIM.ESP","AP.MIL.EFE","AP.SIM.EFE","REND.FINC","TRANS.NOFED","OTROS","FIN.PUB.INDEP","TOTAL","PARTY","NO.REPORT"
"COAHUILA","1","PARRA CASTILLO MA. LOURDES",0,0,64872,227182.08,0,230.84,0,0,0,0,0,0,0,0,292284.92,"MC",NA
"COAHUILA","2","GAYTAN RODRIGUEZ FRANCISCO ALFONSO",0,0,64872,241032.07,0,0,0,0,0,0,0,0,0,0,305904.07,"MC",NA
"COAHUILA","3","VARELA GONZALEZ FRANCISCO MIGUEL",0,0,62872,214584.08,0,0,0,0,0,0,0,0,0,0,277456.08,"MC",NA
"COAHUILA","4","LOPEZ LERMA DIANA CONCEPCION",0,0,64872,251419.23,0,0,0,0,0,0,0,0,0,0,316291.23,"MC",NA
"COAHUILA","5","GALLARDO OLVERA BLANCA LETICIA",0,0,64872,300937.01,0,0,0,0,0,0,0,0,0,0,365809.01,"MC",NA
"COAHUILA","6","SAENZ NEGRETE FEDERICO",0,0,64872,323368.19,0,0,0,0,0,0,0,0,0,0,388240.19,"MC",NA
"COAHUILA","7","VICTORIA PALMA CRISTINA",0,0,44872,203846.05,0,0,0,0,0,0,0,0,0,0,248718.05,"MC",NA
"COLIMA","1","DIAZ MARQUEZ SILVIA ELENA",0,26680,66187.44,375183.35,0,42620,0,0,0,0,0,0,0,0,510670.79,"MC",NA
"COLIMA","2","OLAVE NERY JUAN CARLOS",0,26680,44872,368096.78,0,400,0,12000,0,0,0,0,0,0,452048.78,"MC",NA
"DISTRITO FEDERAL","1","PEÑA MORALES JADE DENITH",0,0,41461.6,253200.56,0,0,0,0,0,0,0,0,0,0,294662.16,"MC",NA
"DISTRITO FEDERAL","1","TINOCO PUERTO MARIA DE LOURDES",0,0,0,33960.84,0,1590,0,0,0,0,0,0,0,0,35550.84,"MC",NA
"DISTRITO FEDERAL","10","PEREZ DELGADO MARGARITA",0,0,64872,230531.16,0,0,0,17800,0,0,0,18881.25,0,0,332084.41,"MC",NA
"DISTRITO FEDERAL","11","PADILLA ARELLANO LEONOR ALEJANDRA",0,0,64872,319657.65,0,0,0,0,0,0,0,0,0,0,384529.65,"MC",NA
"DISTRITO FEDERAL","12","MOGUEL BALLADO OSCAR OCTAVIO",0,0,64872,314211.69,0,0,0,0,0,0,0,18881.25,0,0,397964.94,"MC",NA
"DISTRITO FEDERAL","13","ROCHA ALARCON JASMIN",0,0,64872,351777.47,0,200,0,0,0,0,0,0,0,0,416849.47,"MC",NA
"DISTRITO FEDERAL","14","GALVEZ LOPEZ GILBERTO",0,0,44872,297769.28,0,3115,1155,0,0,0,0,0,0,0,346911.28,"MC",NA
"DISTRITO FEDERAL","15","CHAVEZ RAMOS EDITH",0,0,64872,341767.35,5220,1960,0,0,0,0,0,0,0,0,413819.35,"MC",NA
"DISTRITO FEDERAL","16","CORZO SOSA JULIO CESAR",0,0,64872,317198.4,0,24016,0,14016,0,0,0,0,0,0,420102.4,"MC",NA
"DISTRITO FEDERAL","17","AGUILAR GONZALEZ HILDA ELIZABETH",0,0,4872,406108.75,0,220,0,0,0,0,0,0,0,0,411200.75,"MC",NA
"DISTRITO FEDERAL","18","MEZA SOTO REYNA YADIRA",0,0,64872,317233.4,0,0,0,0,0,0,0,0,0,0,382105.4,"MC",NA
"DISTRITO FEDERAL","19","GUERRERO DOMINGUEZ ESTHER",0,0,44872,313318.4,0,220,0,0,0,0,0,0,0,0,358410.4,"MC",NA
"DISTRITO FEDERAL","2","PANTOJA SANDOVAL MARTHA PATRICIA",0,0,64872,347532.68,0,0,0,0,0,0,0,0,0,0,412404.68,"MC",NA
"DISTRITO FEDERAL","20","MARTINEZ ESPINOSA ANA LAURA",0,0,64872,317111.6,0,0,0,0,0,0,0,0,0,0,381983.6,"MC",NA
"DISTRITO FEDERAL","21","BECERRIL IBAÑEZ OSCAR",0,0,44872,317111.6,0,0,0,0,0,0,0,0,0,0,361983.6,"MC",NA
"DISTRITO FEDERAL","22","CASTILLO MERLOS AARON RAUL",0,0,44872,312753.58,0,9450,0,0,0,0,0,0,0,0,367075.58,"MC",NA
"DISTRITO FEDERAL","23","RUVALCABA LOPEZ ILLIANA",0,0,64872,317232.57,0,0,0,0,0,0,0,0,0,0,382104.57,"MC",NA
"DISTRITO FEDERAL","24","CASTILLO JUAREZ ANTONIO HEBERTO",0,0,64872,441604.76,0,0,0,0,0,0,0,0,0,0,506476.76,"MC",NA
"DISTRITO FEDERAL","25","HERNANDEZ MARTINEZ HECTOR",0,0,44872,313178.36,0,0,0,0,0,0,0,0,0,0,358050.36,"MC",NA
"DISTRITO FEDERAL","26","CASTILLO LABRA JOSE",0,0,64875,319638.74,0,420,0,0,0,0,0,0,0,0,384933.74,"MC",NA
"DISTRITO FEDERAL","27","PINEDA SILVA ROSALIO ALFREDO",0,0,44872,314510.12,0,2215,0,0,0,0,0,0,0,0,361597.12,"MC",NA
"DISTRITO FEDERAL","3","LAILSON LOPEZ MELISSA",0,0,4872,294207.48,0,560,0,0,0,0,0,0,0,0,299639.48,"MC",NA
"DISTRITO FEDERAL","4","VAZQUEZ FLORES KARLA",0,0,44872,323323.48,0,0,0,0,0,0,0,0,0,0,368195.48,"MC",NA
"DISTRITO FEDERAL","5","VALDES PEÑA JESUS",0,0,64872,325904.48,0,220,0,0,0,0,0,0,0,0,390996.48,"MC",NA
"DISTRITO FEDERAL","6","OVANDO HERNANDEZ ISAIAS ESDRAS",0,0,64872,322382.16,0,620,0,0,0,0,0,0,0,0,387874.16,"MC",NA
"DISTRITO FEDERAL","7","DELGADO MENESES EDMUNDO ABRAHAM",0,0,44872,291520.36,0,0,0,0,0,0,0,0,0,0,336392.36,"MC",NA
"DISTRITO FEDERAL","8","HERNANDEZ HERNANDEZ SALVADOR ENRIQUE",0,0,44872,405135.91,0,220,0,0,0,0,0,0,0,0,450227.91,"MC",NA
"DISTRITO FEDERAL","9","CELIS VAZQUEZ GUSTAVO",0,0,64872,316693.28,0,0,0,0,0,0,0,0,0,0,381565.28,"MC",NA
"DURANGO","1","PALENCIA NUÑEZ MARIA MARTHA",0,0,44872,340264.5,0,0,0,0,0,0,0,0,0,0,385136.5,"MC",NA
"DURANGO","2","BACA MEDRANO CARLOS",0,0,64872,393728.51,0,13620,0,0,0,0,0,0,0,0,472220.51,"MC",NA
"DURANGO","3","HERNANDEZ COLON HECTOR EULALIO",0,0,44872,366363.68,0,0,0,0,0,0,0,0,0,0,411235.68,"MC",NA
"DURANGO","4","ENRIQUEZ HERRERA JOSE RAMON",0,0,44872,404923.69,208000,41015,0,0,0,0,0,0,0,0,698810.69,"MC",NA
"GUANAJUATO","1","PICHARDO MONTES ALEJANDRA KARINA",0,26680,40000,124515.28,0,0,0,0,0,0,0,0,0,0,191195.28,"MC",NA
"GUANAJUATO","10","ZAVALA GOMEZ SANDRA GUADALUPE",0,26680,60000,124513.76,0,0,0,12000,0,0,0,0,0,0,223193.76,"MC",NA
"GUANAJUATO","11","AGUILERA AVILA MARCO ANTONIO",0,26680,60000,122882.68,0,0,0,12000,0,0,0,0,0,0,221562.68,"MC",NA
"GUANAJUATO","12","CARACHEO GOMEZ VICENTE",0,26680,40000,122099.68,0,0,0,0,0,0,0,0,0,0,188779.68,"MC",NA
"GUANAJUATO","13","MACIAS OTERO CARIDAD",0,0,0,30578.53,0,0,0,0,0,0,0,0,0,0,30578.53,"MC",NA
"GUANAJUATO","13","SILVA ROMERO FAVIOLA",0,26680,60000,89033.37,0,0,0,0,0,0,0,0,0,0,175713.37,"MC",NA
"GUANAJUATO","14","CAMARGO OLVERA CONSUELO",0,26680,60000,121708.45,0,0,0,0,0,0,0,0,0,0,208388.45,"MC",NA
"GUANAJUATO","2","CHAVEZ HERNANDEZ MARIA EUGENIA",0,26680,60000,121171,0,0,0,12000,0,0,0,0,0,0,219851,"MC",NA
"GUANAJUATO","3","MUÑOZ PEDRAJO PATRICIA ALEJANDRA",0,26680,40000,147018.53,0,25000,0,0,0,0,0,0,0,0,238698.53,"MC",NA
"GUANAJUATO","4","GARCIA AGUIAR NICOLAS",0,26680,60000,121711.27,0,0,0,13000,0,0,0,222.19,0,0,221613.46,"MC",NA
"GUANAJUATO","5","DURAN RODRIGUEZ URIEL",0,26680,40000,122054.56,0,0,0,220,0,0,0,0,0,0,188954.56,"MC",NA
"GUANAJUATO","6","NOLASCO ACOSTA NORMA ELENA",0,26680,40000,136073.08,0,0,0,12000,0,0,0,0,0,0,214753.08,"MC",NA
"GUANAJUATO","7","VILLA CEDEÑO ANTONIO",0,26680,40000,105621.24,0,0,0,0,0,0,0,0,0,0,172301.24,"MC",NA
"GUANAJUATO","8","ALDACO IÑIGUEZ BLANCA ESTELA",0,26680,60000,124513.75,0,0,0,0,0,0,0,0,0,0,211193.75,"MC",NA
"GUANAJUATO","9","GARCIA SALCEDO RICARDO AGUSTIN",0,26680,40000,124513.76,0,0,0,0,0,0,0,0,0,0,191193.76,"MC",NA
"GUERRERO","1","SOTO AGUIRRE MA. PIEDAD",0,0,0,128100.99,0,0,0,0,0,0,0,0,0,0,128100.99,"MC",NA
"GUERRERO","2","ROMAN RAMIREZ EVA MARIA",0,0,64872,204660.99,0,70,0,0,0,0,0,0,0,0,269602.99,"MC",NA
"GUERRERO","3","ROMERO SOTELO CRISTINO EVENCIO",0,0,84872,207612.29,1e+05,NA,0,0,0,0,0,0,0,0,392609.29,"MC",NA
"GUERRERO","4","RAMOS DEL CARMEN MARIO",0,0,64872,207582.13,150000,88085.38,0,0,0,0,0,0,0,0,510539.51,"MC",NA
"GUERRERO","5","SALAZAR BAZAN NINEL",0,0,64872,190864.55,0,0,0,0,0,0,0,0,0,0,255736.55,"MC",NA
"GUERRERO","6","BASILIO GOYTIA EMPERATRIZ",0,0,64872,202000.43,531,0,0,0,0,0,0,0,0,0,267403.43,"MC",NA
"GUERRERO","7","MARMOLEJO VALLE ANDREI YASEF",0,0,0,38745.2,0,0,0,0,0,0,0,0,0,0,38745.2,"MC",NA
"GUERRERO","7","SEGURA DORANTES APOLINAR",0,0,89638,138569.61,0,0,0,0,0,0,0,0,0,0,228207.61,"MC",NA
"GUERRERO","8","MARCIAL LIBORIO JESUS",0,0,40000,166590.6,0,0,0,0,0,0,0,0,0,0,206590.6,"MC",NA
"GUERRERO","9","ALVAREZ REYES CARLOS",0,0,64872,198178.8,134174,900,0,0,0,0,0,0,0,0,398124.8,"MC",NA
"HIDALGO","1","RODRIGUEZ MORALES JOSE MARTIN",0,26680,44872,212463.32,0,700,0,2143.25,0,0,0,0,0,0,286858.57,"MC",NA
"HIDALGO","3","DEL OLMO BAUTISTA ONESIMO",0,26680,64872,211677.56,0,4640,0,0,0,0,0,0,0,0,307869.56,"MC",NA
"HIDALGO","4","BATALLA CASTILLO MILI ESTEFANI",0,26680,64872,208848.08,0,1000,0,13756,0,0,0,0,0,0,315156.08,"MC",NA
"HIDALGO","5","LOPEZ LARIOS AIDA",0,26680,44872,211848.08,0,2500,0,1000,0,0,0,0,0,0,286900.08,"MC",NA
"HIDALGO","6","VERGARA CADENA FERNANDO",0,26680,60000,211847.38,0,8720,0,0,0,0,0,0,0,0,307247.38,"MC",NA
"HIDALGO","7","RODRIGUEZ CASTILLO ARACELI",0,26680,64872,215762.37,0,15120,0,1264,0,0,0,0,0,0,323698.37,"MC",NA
"JALISCO","1","MERCADO SANCHEZ MA. VICTORIA",0,0,60000,46206.92,0,0,0,0,189000,208032,0,50749.16,0,0,553988.08,"MC",NA
"JALISCO","10","TAMEZ GUAJARDO MACEDONIO SALOMON",0,0,60000,60967.1,0,0,0,0,0,0,0,331284.76,0,0,452251.86,"MC",NA
"JALISCO","11","MARTINEZ GARCIA JONADAB",0,0,60000,90707.18,28000,0,0,288,0,NA,0,590292.88,0,0,769288.06,"MC",NA
"JALISCO","12","ZAMORA ZAMORA SALVADOR",0,0,60000,68307.8,110000,7663.61,0,69513.8,0,180000,0,68125.18,0,0,563610.39,"MC",NA
"JALISCO","13","RAMIREZ NACHIS ROSA ALBA",0,0,60000,68907.31,94560,5460,0,0,0,0,0,623019.46,0,0,851946.77,"MC",NA
"JALISCO","14","SANCHEZ OROZCO VICTOR MANUEL",0,0,60000,29467.31,31656,0,0,300,0,0,0,534535.7,0,0,655959.01,"MC",NA
"JALISCO","15","MARISCAL CORTES XOCHITL",0,0,20000,98916.29,0,0,0,472.5,0,0,0,18914.96,0,0,138303.75,"MC",NA
"JALISCO","16","RALIS CUMPLIDO GERMAN ERNESTO",0,0,60000,114547.51,39996.8,0,0,27637.01,0,0,0,214024.85,0,0,456206.17,"MC",NA
"JALISCO","17","GUTIERREZ TORRES CARMEN CELINA",0,0,60000,46032.11,0,510,0,0,0,0,0,77725.26,0,0,184267.37,"MC",NA
"JALISCO","18","AGUILA MARIN JOSE LUIS",0,0,60000,125451.51,0,70,0,0,0,0,0,181753.92,0,0,367275.43,"MC",NA
"JALISCO","19","VENTURA CORTES EMMA",0,0,60000,79208.11,0,269.71,0,0,0,0,0,146608.6,0,0,286086.42,"MC",NA
"JALISCO","2","ISAAC ULLOA GABRIEL",0,0,60000,25230.44,0,1450.5,0,0,0,0,0,49087.59,0,0,135768.53,"MC",NA
"JALISCO","3","PEREZ MARTIN ARCELIA",0,0,60000,31468.99,0,0,0,0,0,0,0,8119.87,0,0,99588.86,"MC",NA
"JALISCO","4","LOMELI BOLAÑOS CARLOS",0,0,60000,51171.85,0,0,0,148934.72,80000,80000,0,57242.08,0,0,477348.65,"MC",NA
"JALISCO","5","MUNGUIA GONZALEZ LUIS ERNESTO",0,0,596060.06,66941.92,0,0,0,12050,0,0,0,44970.87,0,0,720022.85,"MC",NA
"JALISCO","6","FLORES GOMEZ MIRZA",0,0,60000,67168.12,66510,0,0,35664.05,0,204000,0,10762.62,0,0,444104.79,"MC",NA
"JALISCO","7","GONZALEZ LOZA SALVADOR",0,0,60000,97281.65,0,500,0,0,0,0,0,66249.92,0,0,224031.57,"MC",NA
"JALISCO","8","DELGADILLO GARCIA VERONICA",0,0,40000,68908.12,1e+05,0,0,32404.68,0,71500,0,465124.76,0,0,777937.56,"MC",NA
"JALISCO","9","OCHOA AVALOS MARIA CANDELARIA",0,0,60000,29468.12,79124.83,0,0,30440.12,0,0,0,726937.84,0,0,925970.91,"MC",NA
"MÉXICO","1","MENDEZ CISNEROS SANDRA LETICIA",0,0,64872,239976.09,0,0,0,0,0,0,0,0,0,0,304848.09,"MC",NA
"MÉXICO","10","GONZALEZ RODRIGUEZ ALBERTO",0,0,64384.85,243972.29,0,5000,0,0,0,0,0,0,0,0,313357.14,"MC",NA
"MÉXICO","11","ZAYNOS CALVO DANIEL",0,0,64384.85,246972.29,0,4000,0,0,0,0,0,0,0,0,315357.14,"MC",NA
"MÉXICO","12","MARTINEZ NIETO MANUEL",0,0,64384.85,249553.29,0,6380,0,0,0,0,0,0,0,0,320318.14,"MC",NA
"MÉXICO","13","TRIANA LARA ANGEL AURELIO",0,0,60000.05,249553.29,100,48390,0,0,0,0,0,0,0,0,358043.34,"MC",NA
"MÉXICO","14","BONILLA GOMEZ JOSE RODOLFO",0,0,4384.8,230604.69,0,0,0,0,0,0,0,0,0,0,234989.49,"MC",NA
"MÉXICO","15","ESPINOZA PEREZ MA DE LOURDES",0,0,64384.8,245874.69,0,240,0,0,0,0,0,0,0,0,310499.49,"MC",NA
"MÉXICO","16","SILVA BUCIO MARGARITA MARIA DEL CARMEN",0,0,64384.8,282325.42,100,0,0,0,0,0,0,0,0,0,346810.22,"MC",NA
"MÉXICO","17","HERMENEGILDO FLORES BRISEYDA",0,0,64384.8,212680.56,0,5000,0,0,0,0,0,0,0,0,282065.36,"MC",NA
"MÉXICO","18","HERNANDEZ NAVA CONSUELO ALEJANDRA",0,0,64384.8,203620.43,0,0,0,0,0,0,0,0,0,0,268005.23,"MC",NA
"MÉXICO","18","TLAPALE ANALCO BERTHA",0,0,0,36486.74,0,0,0,0,0,0,0,0,0,0,36486.74,"MC",NA
"MÉXICO","19","VERGARA CARBALLO ISRAEL EDMUNDO",0,0,64384.8,247022.17,0,120,0,0,0,0,0,0,0,0,311526.97,"MC",NA
"MÉXICO","2","ANGEL TAPIA VERONICA",0,0,64872,246891.09,0,66,0,0,0,0,0,0,0,0,311829.09,"MC",NA
"MÉXICO","20","VARELA ENRIQUEZ IRMA",0,0,64384.8,262292.17,0,1140,0,1740,0,0,0,0,0,0,329556.97,"MC",NA
"MÉXICO","21","PESCADOR ROMO DORA MARIA",0,0,64384.8,243891.08,0,13198.86,0,0,0,0,0,0,0,0,321474.74,"MC",NA
"MÉXICO","22","CRUZ GARCIA CONCEPCION",0,0,44384.8,207535.42,0,190,0,0,0,0,0,0,0,0,252110.22,"MC",NA
"MÉXICO","22","PAREDES VEGA RAUL LEONEL",0,0,0,36486.74,0,0,0,0,0,0,0,0,0,0,36486.74,"MC",NA
"MÉXICO","23","ARAUJO GARCIA MARGOT PATRICIA",0,0,0,36486.74,0,0,0,0,0,0,0,0,0,0,36486.74,"MC",NA
"MÉXICO","23","BARRIOS RUIZ ERENDIDA",0,0,64384.8,207535.42,0,0,0,0,0,0,0,0,0,0,271920.22,"MC",NA
"MÉXICO","24","CORREA LEYVA SERGIO",0,0,64384.8,189134.34,0,4150,0,0,0,0,0,18270,0,0,275939.14,"MC",NA
"MÉXICO","24","GALLARDO TIZNADO SANDRA ISELA",0,0,0,36486.74,0,0,0,0,0,0,0,0,0,0,36486.74,"MC",NA
"MÉXICO","25","MACHUCA MACHUCA GILBERTO",0,0,64384.8,246891.08,0,5000,0,0,0,0,0,0,0,0,316275.88,"MC",NA
"MÉXICO","26","DE LUNA SANCHEZ ESMERALDA ISABEL",0,0,64384.8,247022.16,0,2550,0,0,0,0,0,0,0,0,313956.96,"MC",NA
"MÉXICO","28","GARCIA GOMEZ YAZMIN",0,0,24384.8,207404.34,0,5000,0,0,0,0,0,0,0,0,236789.14,"MC",NA
"MÉXICO","29","GARCIA MEZA LUCIA BELEN",0,0,64384.8,230957.08,0,0,0,0,0,0,0,0,0,0,295341.88,"MC",NA
"MÉXICO","3","VALDES SUAREZ HECTOR",0,0,64872,246891.09,115,27150,0,0,0,0,0,0,0,0,339028.09,"MC",NA
"MÉXICO","30","ARELLANO RODRIGUEZ EMIGDIO HOMERO",0,0,64384.8,240990.16,0,6000,0,0,0,0,0,0,0,0,311374.96,"MC",NA
"MÉXICO","31","HEREDIA MARTINEZ ANTONIO",0,0,64384.8,240858.26,0,310,0,0,0,0,0,0,0,0,305553.06,"MC",NA
"MÉXICO","32","ORTEGA CENTENO ARTURO",0,0,40000,36486.74,0,855,0,0,0,0,0,0,0,0,77341.74,"MC",NA
"MÉXICO","32","RAMIREZ SILVA MOISES",0,0,24384.8,201502.6,0,2020,0,0,0,0,0,0,0,0,227907.4,"MC",NA
"MÉXICO","33","HAUFFEN TORRES ANGIE DENNISSE",0,0,64384.8,239510.34,0,950,0,0,0,0,0,0,0,0,304845.14,"MC",NA
"MÉXICO","34","USERRALDE GORDILLO LETICIA SOCORRO",0,0,65742,257852.26,0,120,0,0,0,0,0,0,0,0,323714.26,"MC",NA
"MÉXICO","35","GARCIA HERNANDEZ ADRIAN",0,0,64384.85,240939.46,0,570,0,0,0,0,0,0,0,0,305894.31,"MC",NA
"MÉXICO","36","REYES GUADARRAMA NAHUM",0,0,64384.8,240939.46,0,0,0,0,0,0,0,0,0,0,305324.26,"MC",NA
"MÉXICO","37","HERRERA LOPEZ CALIOPE",0,0,64384.8,267619.46,0,4680,0,4640,0,0,0,0,0,0,341324.26,"MC",NA
"MÉXICO","38","LOPEZ VALLE MOISES",0,0,64384.8,240939.45,0,760,0,0,0,0,0,0,0,0,306084.25,"MC",NA
"MÉXICO","39","ARRIAGA JIMENEZ YOHUALITL CUTBERTO",0,0,48769.6,271566.74,0,0,0,0,0,0,0,0,0,0,320336.34,"MC",NA
"MÉXICO","4","VILLEGAS HERNANDEZ FABIOLA",0,0,64872,246891.09,0,280.63,0,0,0,0,0,0,0,0,312043.72,"MC",NA
"MÉXICO","40","AGUILAR COLIN JOSE LUIS",0,0,64384.8,240939.45,0,0,0,0,0,0,0,0,0,0,305324.25,"MC",NA
"MÉXICO","5","LEON HERNANDEZ ZULENA GIOVANA",0,0,64872,246891.09,0,0,0,0,0,0,0,0,0,0,311763.09,"MC",NA
"MÉXICO","6","OSORIO GUERRA CARLOS ALBERTO",0,0,64872,243972.29,1004,380,0,0,0,0,0,0,0,0,310228.29,"MC",NA
"MÉXICO","7","TINAJERO FRANCO MARTHA ANGELICA",0,0,44872.05,280776.29,0,760,0,0,0,0,0,0,0,0,326408.34,"MC",NA
"MÉXICO","8","TAPIA MAGAÑA ERNESTO",0,0,44872,266972.29,100,7400,0,2779.16,0,0,0,0,0,0,322123.45,"MC",NA
"MÉXICO","9","NUÑEZ MERCADO MARCO TULIO",0,0,44384.8,266972.29,0,240,0,0,0,0,0,0,0,0,311597.09,"MC",NA
"MICHOACAN","1","SILVA SOTO LUCILA",0,0,44384.8,178162.35,0,0,0,20000,0,0,0,0,0,0,242547.15,"MC",NA
"MICHOACAN","10","TELLO SANTANA NORA GUILLERMINA",0,0,44384.8,161685.35,0,0,0,0,0,0,0,0,0,0,206070.15,"MC",NA
"MICHOACAN","11","CORRAL GUIZAR CELA",0,0,44384.8,169381.03,0,0,-300,32883,0,0,0,0,0,0,246348.83,"MC",NA
"MICHOACAN","12","MORA CHAVEZ HIPOLITO",0,0,44384.8,278234.42,0,0,0,2000,0,0,0,0,0,0,324619.22,"MC",NA
"MICHOACAN","2","GUERRERO ORTEGA MORAYMA",0,0,44384.8,152526.35,0,0,0,19866,0,0,0,0,0,0,216777.15,"MC",NA
"MICHOACAN","3","MACEDO NEGRETE JUAN MANUEL",0,0,44384.8,133530.53,0,0,0,11200,0,0,0,0,0,0,189115.33,"MC",NA
"MICHOACAN","4","GONZALEZ DEGOLLADO RAFAEL",0,0,44384.8,188042.37,0,0,0,10350,0,0,0,0,0,0,242777.17,"MC",NA
"MICHOACAN","5","MURGUIA GRAJEDA MARISOL",0,11600,44384.8,143344.73,0,0,0,32583,0,0,0,0,0,0,231912.53,"MC",NA
"MICHOACAN","6","MIRELES VALVERDE VIRGINIA",0,0,44384.8,210875.54,0,0,0,11000,0,0,0,0,0,0,266260.34,"MC",NA
"MICHOACAN","7","DIEGO JUAN JIMENEZ J. JESUS",0,0,4384.8,133020.79,0,0,-750,4100,0,0,0,0,0,0,140755.59,"MC",NA
"MICHOACAN","8","ZARATE HERNANDEZ FERNANDO",0,0,44384.8,159713.79,0,0,0,10675,0,0,0,0,0,0,214773.59,"MC",NA
"MICHOACAN","9","RUBIO IBARRA PEDRO",0,0,64384.8,190821.35,0,0,0,19816,0,0,0,0,0,0,275022.15,"MC",NA
"MORELOS","1","ESPINOSA OLALDE FRANCISCO JAVIER",0,26680,64384.8,145288.43,0,200,0,0,0,0,0,0,0,0,236553.23,"MC",NA
"MORELOS","2","ORTEGA DE LA CRUZ JESSICA MARIA GUADALUPE",0,26680,64384.8,220353.53,0,0,0,128,0,0,0,13220,0,0,324766.33,"MC",NA
"MORELOS","3","GONZALEZ RECAMIER MIGUEL ANGEL",0,26680,64384.8,153400.06,19100,0,0,0,0,0,0,0,0,0,263564.86,"MC",NA
"MORELOS","4","TOLEDO HERNANDEZ ABDON",0,26680,64384.8,227238,0,2000,0,79943.87,0,0,0,0,0,0,400246.67,"MC",NA
"MORELOS","5","BARRANCO COLLOY MIRELLA",0,0,64384.8,136808.35,0,0,0,248,0,0,0,86500,0,0,287941.15,"MC",NA
"NAYARIT","1","RAMIREZ MOJARRO JOSE RODRIGO",0,0,64384.8,183843.17,0,0,0,30100,0,0,0,0,0,0,278327.97,"MC",NA
"NAYARIT","2","GONZALEZ VAZQUEZ ANGELICA",0,0,44384.8,184049.93,0,0,0,20700,0,0,0,0,0,0,249134.73,"MC",NA
"NAYARIT","3","GUERRA MOTA MOISES",0,0,44384.8,185112.96,0,0,0,14547,0,0,0,0,0,0,244044.76,"MC",NA
"NUEVO LEON","1","CARRILLO SOLIS HECTOR EVERARDO",0,26680,64872,129204.59,0,0,0,18564,0,0,0,10999.12,0,0,250319.71,"MC",NA
"NUEVO LEON","10","VALERO TAMEZ JORGE",0,26680,64872,132149.54,0,0,0,15000,0,0,0,10999.12,0,0,249700.66,"MC",NA
"NUEVO LEON","11","ESCALERA FLORES VERONICA",0,26680,44872,117006.82,0,0,0,0,0,0,0,10999.12,0,0,199557.94,"MC",NA
"NUEVO LEON","12","GARZA GONZALEZ IRMA ELIZABETH",0,0,0,25913.5,0,0,0,0,0,0,0,0,0,0,25913.5,"MC",NA
"NUEVO LEON","12","PEREZ VALDEZ IRMA GRACIELA",0,26680,64872,88746.9,0,0,0,0,0,0,0,10999.12,0,0,191298.02,"MC",NA
"NUEVO LEON","2","CHAPA ELIZONDO ANA GISELLE",0,26680,44872,121012.01,0,0,0,0,0,0,0,10999.12,0,0,203563.13,"MC",NA
"NUEVO LEON","3","OCHOA SALAS MARTIN SALVADOR",0,26680,64872,130611.41,0,0,0,0,0,0,0,10999.12,0,0,233162.53,"MC",NA
"NUEVO LEON","4","BAVINES BURNES LUIGUI JAVIER",0,26680,64872,124225.21,0,0,0,0,0,0,0,10999.12,0,0,226776.33,"MC",NA
"NUEVO LEON","5","ROMEROLL CANO JEANDELHI",0,26680,64872,124322.87,0,0,0,0,0,0,0,0,0,0,215874.87,"MC",NA
"NUEVO LEON","6","TOVAR SANCHEZ OSCAR",0,26680,44872,144037.07,0,200,0,3032,0,0,0,0,0,0,218821.07,"MC",NA
"NUEVO LEON","7","LAM VANEGAS ADRIANA",0,26680,64872,125024.77,0,0,0,0,0,0,0,10999.12,0,0,227575.89,"MC",NA
"NUEVO LEON","8","CALLEJAS IBARRA JOAQUIN",0,26680,64872,127700.53,0,0,0,0,0,0,0,10999.12,0,0,230251.65,"MC",NA
"NUEVO LEON","9","BAZALDUA MORENO JOSE LUIS",0,26680,44872,119591.23,0,0,0,0,0,0,0,10999.12,0,0,202142.35,"MC",NA
"OAXACA","1","ALVEAR MORALES ALBERTO",0,0,44384.8,213550.97,0,3055,0,0,0,0,0,0,0,0,260990.77,"MC",NA
"OAXACA","10","PINEDA CERVANTES GENER",0,0,44384.8,281847.74,0,12960,0,0,0,0,0,0,0,0,339192.54,"MC",NA
"OAXACA","11","BAUTISTA PELAEZ FRANCISCO SANDRO",0,0,44384.8,191028.44,0,0,0,0,0,0,0,0,0,0,235413.24,"MC",NA
"OAXACA","2","DOMINGUEZ PAVON INES",0,0,44384.8,192670.97,0,1120,0,0,0,0,0,0,0,0,238175.77,"MC",NA
"OAXACA","3","CARREÑO GARCIA ALMA OLIVIA",0,0,44384.8,186278.7,10000,2010,0,0,0,0,0,0,0,0,242673.5,"MC",NA
"OAXACA","4","HERNANDEZ CHAGOYA MACRINA ELIZABETH",0,0,44384.8,216537.99,0,0,0,0,0,0,0,0,0,0,260922.79,"MC",NA
"OAXACA","5","DIAZ REYES GASPAR",0,0,44384.8,189490.29,0,760,0,0,0,0,0,0,0,0,234635.09,"MC",NA
"OAXACA","6","MARTINEZ MARTINEZ RAUL",0,0,40000,41637.12,0,0,0,0,0,0,0,0,0,0,81637.12,"MC",NA
"OAXACA","7","GUTIERREZ LOPEZ ANDREA ALEJANDRA",0,0,4384,115596.23,0,0,0,0,0,0,0,0,0,0,119980.23,"MC",NA
